4	Vijeo-Designer Language Export
ID	Francais	Русский	Location
1689	TM	TM	\Graphical Panels\Popup Windows\Program_Pression\Texte08
1688	SP	Уст	\Graphical Panels\Popup Windows\Program_Pression\Texte07
1687	EP3	EP3	\Graphical Panels\Popup Windows\Program_Pression\Texte06
1685	EP2	EP2	\Graphical Panels\Popup Windows\Program_Pression\Texte04
1682	EP1	EP1	\Graphical Panels\Popup Windows\Program_Pression\Texte02
1681	EPDV1	EPDV1	\Graphical Panels\Popup Windows\Program_Pression\Texte01
1680	EPPV1	EPPV1	\Graphical Panels\Popup Windows\Program_Pression\Texte09
1711	ON	Вкл	\Graphical Panels\Popup Windows\Program_Pression\Texte18
1710	EP6	EP6	\Graphical Panels\Popup Windows\Program_Pression\Texte17
1709	EP5	EP5	\Graphical Panels\Popup Windows\Program_Pression\Texte16
1708	EP4	EP4	\Graphical Panels\Popup Windows\Program_Pression\Texte09
1703	OFF	Выкл	\Graphical Panels\Popup Windows\Program_Pression\Texte15
1702	ON	Вкл	\Graphical Panels\Popup Windows\Program_Pression\Texte14
1697	OFF	Выкл	\Graphical Panels\Popup Windows\Program_Pression\Texte13
1696	ON	Вкл	\Graphical Panels\Popup Windows\Program_Pression\Texte12
1727	Ton_Ev1_Pression_1	Ton_Ev1_Давление_1	\Recipes\Pressure_Group\Ingredient\16
1726	TM_Pression_1	TM_Давление_1	\Recipes\Pressure_Group\Ingredient\6
1725	SP_Pression_1	SP_Давление_1	\Recipes\Pressure_Group\Ingredient\1
1724	OFF	Выкл	\Graphical Panels\Popup Windows\Program_Pression\Texte23
1723	ON	Вкл	\Graphical Panels\Popup Windows\Program_Pression\Texte22
1718	OFF	Выкл	\Graphical Panels\Popup Windows\Program_Pression\Texte21
1717	ON	Вкл	\Graphical Panels\Popup Windows\Program_Pression\Texte20
1712	OFF	Выкл	\Graphical Panels\Popup Windows\Program_Pression\Texte19
1743	SP_Pression_5	Уст_Давление_5	\Recipes\Pressure_Group\Ingredient\5
1741	EPDV_Max_Pression_1	EPDV_Max_Давление_1	\Recipes\Pressure_Group\Ingredient\86
1740	EPDV_Min_Pression_1	EPDV_Min_Давление_1	\Recipes\Pressure_Group\Ingredient\81
1739	EPPV_Pression_1	EPPV_Давление_1	\Recipes\Pressure_Group\Ingredient\76
1738	Toff_Ev6_Pression_1	Toff_Ev6_Давление_1	\Recipes\Pressure_Group\Ingredient\71
1737	Ton_Ev6_Pression_1	Ton_Ev6_Давление_1	\Recipes\Pressure_Group\Ingredient\66
1736	Toff_Ev5_Pression_1	Toff_Ev5_Давление_1	\Recipes\Pressure_Group\Ingredient\61
1735	Ton_Ev5_Pression_1	Ton_Ev5_Давление_1	\Recipes\Pressure_Group\Ingredient\56
1734	Toff_Ev4_Pression_1	Toff_Ev4_Давление_1	\Recipes\Pressure_Group\Ingredient\51
1733	Ton_Ev4_Pression_1	Ton_Ev4_Давление_1	\Recipes\Pressure_Group\Ingredient\46
1732	Toff_Ev3_Pression_1	Toff_Ev3_Давление_1	\Recipes\Pressure_Group\Ingredient\41
1731	Ton_Ev3_Pression_1	Ton_Ev3_Давление_1	\Recipes\Pressure_Group\Ingredient\36
1730	Toff_Ev2_Pression_1	Toff_Ev2_Давление_1	\Recipes\Pressure_Group\Ingredient\31
1729	Ton_Ev2_Pression_1	Ton_Ev2_Давление_1	\Recipes\Pressure_Group\Ingredient\26
1728	Toff_Ev1_Pression_1	Toff_Ev1_Давление_1	\Recipes\Pressure_Group\Ingredient\21
1759	EPPV_Pression_2	EPPV_Давление_2	\Recipes\Pressure_Group\Ingredient\77
1758	EPPV_Pression_3	EPPV_Давление_3	\Recipes\Pressure_Group\Ingredient\78
1757	EPPV_Pression_4	EPPV_Давление_4	\Recipes\Pressure_Group\Ingredient\79
1756	EPPV_Pression_5	EPPV_Давление_5	\Recipes\Pressure_Group\Ingredient\80
1755	Ep_Pression_1	Ep_Давление_1	\Recipes\Pressure_Group\Ingredient\11
1754	Ep_Pression_2	Ep_Давление_2	\Recipes\Pressure_Group\Ingredient\12
1753	Ep_Pression_3	Ep_Давление_3	\Recipes\Pressure_Group\Ingredient\13
1752	Ep_Pression_4	Ep_Давление_4	\Recipes\Pressure_Group\Ingredient\14
1751	Ep_Pression_5	Ep_Давление_5	\Recipes\Pressure_Group\Ingredient\15
1750	TM_Pression_2	TM_Давление_2	\Recipes\Pressure_Group\Ingredient\7
1749	TM_Pression_3	TM_Давление_3	\Recipes\Pressure_Group\Ingredient\8
1748	TM_Pression_4	TM_Давление_4	\Recipes\Pressure_Group\Ingredient\9
1747	TM_Pression_5	TM_Давление_5	\Recipes\Pressure_Group\Ingredient\10
1746	SP_Pression_2	Уст_Давление_2	\Recipes\Pressure_Group\Ingredient\2
1745	SP_Pression_3	Уст_Давление_3	\Recipes\Pressure_Group\Ingredient\3
1744	SP_Pression_4	Уст_Давление_4	\Recipes\Pressure_Group\Ingredient\4
1775	ETPV1	ETPV1	\Graphical Panels\Popup Windows\Program_Temperature\Texte09
1772	ETDV1	ETDV1	\Graphical Panels\Popup Windows\Program_Temperature\Texte02
1767	EPDV_Max_Pression_5	EPDV_Max_Давление_5	\Recipes\Pressure_Group\Ingredient\90
1766	EPDV_Max_Pression_4	EPDV_Max_Давление_4	\Recipes\Pressure_Group\Ingredient\89
1765	EPDV_Max_Pression_3	EPDV_Max_Давление_3	\Recipes\Pressure_Group\Ingredient\88
1764	EPDV_Max_Pression_2	EPDV_Max_Давление_2	\Recipes\Pressure_Group\Ingredient\87
1763	EPDV_Min_Pression_2	EPDV_Min_Давление_2	\Recipes\Pressure_Group\Ingredient\82
1762	EPDV_Min_Pression_3	EPDV_Min_Давление_3	\Recipes\Pressure_Group\Ingredient\83
1761	EPDV_Min_Pression_4	EPDV_Min_Давление_4	\Recipes\Pressure_Group\Ingredient\84
1760	EPDV_Min_Pression_5	EPDV_Min_Давление_5	\Recipes\Pressure_Group\Ingredient\85
1789	ET2	EP2	\Graphical Panels\Popup Windows\Program_Temperature\Texte04
1788	OFF	Выкл	\Graphical Panels\Popup Windows\Program_Temperature\Texte11
1787	ON	Вкл	\Graphical Panels\Popup Windows\Program_Temperature\Texte10
1786	ET1	EP1	\Graphical Panels\Popup Windows\Program_Temperature\Texte03
1781	TM	TM	\Graphical Panels\Popup Windows\Program_Temperature\Texte01
1780	SP	Уст	\Graphical Panels\Popup Windows\Program_Temperature\Texte07
1803	ET6	EP6	\Graphical Panels\Popup Windows\Program_Temperature\Texte17
1802	OFF	Выкл	\Graphical Panels\Popup Windows\Program_Temperature\Texte15
1801	ON	Вкл	\Graphical Panels\Popup Windows\Program_Temperature\Texte14
1796	ET3	EP3	\Graphical Panels\Popup Windows\Program_Temperature\Texte06
1795	OFF	Выкл	\Graphical Panels\Popup Windows\Program_Temperature\Texte13
1794	ON	Вкл	\Graphical Panels\Popup Windows\Program_Temperature\Texte12
1823	OFF	Выкл	\Graphical Panels\Popup Windows\Program_Temperature\Texte19
1822	ON	Вкл	\Graphical Panels\Popup Windows\Program_Temperature\Texte18
1821	ET4	EP4	\Graphical Panels\Popup Windows\Program_Temperature\Texte05
1816	OFF	Выкл	\Graphical Panels\Popup Windows\Program_Temperature\Texte21
1815	ON	Вкл	\Graphical Panels\Popup Windows\Program_Temperature\Texte20
1810	ET5	EP5	\Graphical Panels\Popup Windows\Program_Temperature\Texte16
1809	OFF	Выкл	\Graphical Panels\Popup Windows\Program_Temperature\Texte23
1808	ON	Вкл	\Graphical Panels\Popup Windows\Program_Temperature\Texte22
1837	Toff_Ev1_Pression_2	Toff_Ev1_Давление_2	\Recipes\Pressure_Group\Ingredient\22
1836	Toff_Ev1_Pression_3	Toff_Ev1_Давление_3	\Recipes\Pressure_Group\Ingredient\23
1835	Toff_Ev1_Pression_4	Toff_Ev1_Давление_4	\Recipes\Pressure_Group\Ingredient\24
1834	Toff_Ev1_Pression_5	Toff_Ev1_Давление_5	\Recipes\Pressure_Group\Ingredient\25
1833	Ton_Ev1_Pression_2	Ton_Ev1_Давление_2	\Recipes\Pressure_Group\Ingredient\17
1830	Ton_Ev1_Pression_5	Ton_Ev1_Давление_5	\Recipes\Pressure_Group\Ingredient\20
1829	Temperature\nProgramme	Программа\nТемпературы	\Graphical Panels\Base Panels\Ecran80\Commutateur05
1828	PID 2	PID 2	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur02\Label\On
1827	PID 1	PID 1	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur02\Label\Off
1824	SP-TM	Уст-TM	\Graphical Panels\Popup Windows\Program_Temperature\Texte08
1838	Ton_Ev2_Pression_5	Ton_Ev2_Давление_5	\Recipes\Pressure_Group\Ingredient\30
1839	Ton_Ev2_Pression_4	Ton_Ev2_Давление_4	\Recipes\Pressure_Group\Ingredient\29
1840	Ton_Ev2_Pression_3	Ton_Ev2_Давление_3	\Recipes\Pressure_Group\Ingredient\28
1841	Ton_Ev2_Pression_2	Ton_Ev2_Давление_2	\Recipes\Pressure_Group\Ingredient\27
1842	Toff_Ev2_Pression_5	Toff_Ev2_Давление_5	\Recipes\Pressure_Group\Ingredient\35
1843	Toff_Ev2_Pression_4	Toff_Ev2_Давление_4	\Recipes\Pressure_Group\Ingredient\34
1844	Toff_Ev2_Pression_3	Toff_Ev2_Давление_3	\Recipes\Pressure_Group\Ingredient\33
1845	Toff_Ev2_Pression_2	Toff_Ev2_Давление_2	\Recipes\Pressure_Group\Ingredient\32
1846	Ton_Ev3_Pression_5	Ton_Ev3_Давление_5	\Recipes\Pressure_Group\Ingredient\40
1847	Ton_Ev3_Pression_4	Ton_Ev3_Давление_4	\Recipes\Pressure_Group\Ingredient\39
1848	Ton_Ev3_Pression_3	Ton_Ev3_Давление_3	\Recipes\Pressure_Group\Ingredient\38
1849	Ton_Ev3_Pression_2	Ton_Ev3_Давление_2	\Recipes\Pressure_Group\Ingredient\37
1850	Toff_Ev3_Pression_5	Toff_Ev3_Давление_5	\Recipes\Pressure_Group\Ingredient\45
1851	Toff_Ev3_Pression_4	Toff_Ev3_Давление_4	\Recipes\Pressure_Group\Ingredient\44
1852	Toff_Ev3_Pression_3	Toff_Ev3_Давление_3	\Recipes\Pressure_Group\Ingredient\43
1853	Toff_Ev3_Pression_2	Toff_Ev3_Давление_2	\Recipes\Pressure_Group\Ingredient\42
1854	Ton_Ev4_Pression_5	Ton_Ev4_Давление_5	\Recipes\Pressure_Group\Ingredient\50
1855	Ton_Ev4_Pression_4	Ton_Ev4_Давление_4	\Recipes\Pressure_Group\Ingredient\49
1856	Ton_Ev4_Pression_3	Ton_Ev4_Давление_3	\Recipes\Pressure_Group\Ingredient\48
1857	Ton_Ev4_Pression_2	Ton_Ev4_Давление_2	\Recipes\Pressure_Group\Ingredient\47
1858	Toff_Ev4_Pression_5	Toff_Ev4_Давление_5	\Recipes\Pressure_Group\Ingredient\55
1859	Toff_Ev4_Pression_4	Toff_Ev4_Давление_4	\Recipes\Pressure_Group\Ingredient\54
1860	Toff_Ev4_Pression_3	Toff_Ev4_Давление_3	\Recipes\Pressure_Group\Ingredient\53
1861	Toff_Ev4_Pression_2	Toff_Ev4_Давление_2	\Recipes\Pressure_Group\Ingredient\52
1862	Ton_Ev5_Pression_5	Ton_Ev5_Давление_5	\Recipes\Pressure_Group\Ingredient\60
1863	Ton_Ev5_Pression_4	Ton_Ev5_Давление_4	\Recipes\Pressure_Group\Ingredient\59
1864	Ton_Ev5_Pression_3	Ton_Ev5_Давление_3	\Recipes\Pressure_Group\Ingredient\58
1865	Ton_Ev5_Pression_2	Ton_Ev5_Давление_2	\Recipes\Pressure_Group\Ingredient\57
1867	Toff_Ev5_Pression_5	Toff_Ev5_Давление_5	\Recipes\Pressure_Group\Ingredient\65
1868	Toff_Ev5_Pression_4	Toff_Ev5_Давление_4	\Recipes\Pressure_Group\Ingredient\64
1869	Toff_Ev5_Pression_3	Toff_Ev5_Давление_3	\Recipes\Pressure_Group\Ingredient\63
1870	Toff_Ev5_Pression_2	Toff_Ev5_Давление_2	\Recipes\Pressure_Group\Ingredient\62
1871	Ton_Ev6_Pression_5	Ton_Ev6_Давление_5	\Recipes\Pressure_Group\Ingredient\70
1872	Ton_Ev6_Pression_4	Ton_Ev6_Давление_4	\Recipes\Pressure_Group\Ingredient\69
1873	Ton_Ev6_Pression_3	Ton_Ev6_Давление_3	\Recipes\Pressure_Group\Ingredient\68
1874	Ton_Ev6_Pression_2	Ton_Ev6_Давление_2	\Recipes\Pressure_Group\Ingredient\67
1875	Toff_Ev6_Pression_5	Toff_Ev6_Давление_5	\Recipes\Pressure_Group\Ingredient\75
1876	Toff_Ev6_Pression_4	Toff_Ev6_Давление_4	\Recipes\Pressure_Group\Ingredient\74
1877	Toff_Ev6_Pression_3	Toff_Ev6_Давление_3	\Recipes\Pressure_Group\Ingredient\73
1878	Toff_Ev6_Pression_2	Toff_Ev6_Давление_2	\Recipes\Pressure_Group\Ingredient\72
1879	Ton_Ev1_Pression_4	Ton_Ev1_Давление_4	\Recipes\Pressure_Group\Ingredient\19
1880	Ton_Ev1_Pression_3	Ton_Ev1_Давление_3	\Recipes\Pressure_Group\Ingredient\18
1887	SP:	Уст:	\Graphical Panels\Base Panels\Ecran20\Texte03
1892	SP:	Уст:	\Graphical Panels\Base Panels\Ecran30\Texte03
1895			\Resource Library\Text\RessourceTexte003\State\Invalid
1896	Segment 1	Сегмент 1	\Resource Library\Text\RessourceTexte003\State\0
1897	Segment 2	Сегмент 2	\Resource Library\Text\RessourceTexte003\State\1
1898	Segment 3	Сегмент 3	\Resource Library\Text\RessourceTexte003\State\2
1899	Segment 4	Сегмент 4	\Resource Library\Text\RessourceTexte003\State\3
1900	Segment 5	Сегмент 5	\Resource Library\Text\RessourceTexte003\State\4
1901	Segment 6	Сегмент 6	\Resource Library\Text\RessourceTexte003\State\5
1902	Segment 7	Сегмент 7	\Resource Library\Text\RessourceTexte003\State\6
1903	Segment 8	Сегмент 8	\Resource Library\Text\RessourceTexte003\State\7
1904	Segment 9	Сегмент 9	\Resource Library\Text\RessourceTexte003\State\8
1906	Segment 10	Сегмент 10	\Resource Library\Text\RessourceTexte003\State\9
1907			\Resource Library\Text\RessourceTexte003\State\10
1915	SP_Temperature_2	SP_Температура_2	\Recipes\Temperature_Group\Ingredient\2
1916	SP_Temperature_3	SP_Температура_3	\Recipes\Temperature_Group\Ingredient\3
1917	SP_Temperature_4	SP_Температура_4	\Recipes\Temperature_Group\Ingredient\4
1918	SP_Temperature_5	SP_Температура_5	\Recipes\Temperature_Group\Ingredient\5
1919	SP_Temperature_6	SP_Температура_6	\Recipes\Temperature_Group\Ingredient\6
1920	SP_Temperature_7	SP_Температура_7	\Recipes\Temperature_Group\Ingredient\7
1921	SP_Temperature_8	SP_Температура_8	\Recipes\Temperature_Group\Ingredient\8
1922	SP_Temperature_9	SP_Температура_9	\Recipes\Temperature_Group\Ingredient\9
1923	SP_Temperature_10	SP_Температура_10	\Recipes\Temperature_Group\Ingredient\10
1924	TM_Temperature_1	TM_Температура_1	\Recipes\Temperature_Group\Ingredient\11
1925	TM_Temperature_2	TM_Температура_2	\Recipes\Temperature_Group\Ingredient\12
1926	TM_Temperature_3	TM_Температура_3	\Recipes\Temperature_Group\Ingredient\13
1927	TM_Temperature_4	TM_Температура_4	\Recipes\Temperature_Group\Ingredient\14
1928	TM_Temperature_5	TM_Температура_5	\Recipes\Temperature_Group\Ingredient\15
1929	TM_Temperature_6	TM_Температура_6	\Recipes\Temperature_Group\Ingredient\16
1930	TM_Temperature_7	TM_Температура_7	\Recipes\Temperature_Group\Ingredient\17
1931	TM_Temperature_8	TM_Температура_8	\Recipes\Temperature_Group\Ingredient\18
1932	TM_Temperature_9	TM_Температура_9	\Recipes\Temperature_Group\Ingredient\19
1933	TM_Temperature_10	TM_Температура_10	\Recipes\Temperature_Group\Ingredient\20
1934	SPTM_Temperature_1	SPTM_Температура_1	\Recipes\Temperature_Group\Ingredient\21
1935	SPTM_Temperature_2	SPTM_Температура_2	\Recipes\Temperature_Group\Ingredient\22
1936	SPTM_Temperature_3	SPTM_Температура_3	\Recipes\Temperature_Group\Ingredient\23
1937	SPTM_Temperature_4	SPTM_Температура_4	\Recipes\Temperature_Group\Ingredient\24
1938	SPTM_Temperature_5	SPTM_Температура_5	\Recipes\Temperature_Group\Ingredient\25
1939	SPTM_Temperature_6	SPTM_Температура_6	\Recipes\Temperature_Group\Ingredient\26
1940	SPTM_Temperature_7	SPTM_Температура_7	\Recipes\Temperature_Group\Ingredient\27
1941	SPTM_Temperature_8	SPTM_Температура_8	\Recipes\Temperature_Group\Ingredient\28
1942	SPTM_Temperature_9	SPTM_Температура_9	\Recipes\Temperature_Group\Ingredient\29
1943	SPTM_Temperature_10	SPTM_Температура_10	\Recipes\Temperature_Group\Ingredient\30
1946	Et_Temperature_1	Et_Температура_1	\Recipes\Temperature_Group\Ingredient\31
1947	Et_Temperature_2	Et_Температура_2	\Recipes\Temperature_Group\Ingredient\32
1948	Et_Temperature_3	Et_Температура_3	\Recipes\Temperature_Group\Ingredient\33
1949	Et_Temperature_4	Et_Температура_4	\Recipes\Temperature_Group\Ingredient\34
1950	Et_Temperature_5	Et_Температура_5	\Recipes\Temperature_Group\Ingredient\35
1951	Et_Temperature_6	Et_Температура_6	\Recipes\Temperature_Group\Ingredient\36
1967	Toff_Ev1_Temperature_2	Toff_Ev1_Температура_2	\Recipes\Temperature_Group\Ingredient\52
1966	Toff_Ev1_Temperature_1	Toff_Ev1_Температура_1	\Recipes\Temperature_Group\Ingredient\51
1965	Ton_Ev1_Temperature_10	Ton_Ev1_Температура_10	\Recipes\Temperature_Group\Ingredient\50
1964	Ton_Ev1_Temperature_9	Ton_Ev1_Температура_9	\Recipes\Temperature_Group\Ingredient\49
1963	Ton_Ev1_Temperature_8	Ton_Ev1_Температура_8	\Recipes\Temperature_Group\Ingredient\48
1962	Ton_Ev1_Temperature_7	Ton_Ev1_Температура_7	\Recipes\Temperature_Group\Ingredient\47
1961	Ton_Ev1_Temperature_6	Ton_Ev1_Температура_6	\Recipes\Temperature_Group\Ingredient\46
1960	Ton_Ev1_Temperature_5	Ton_Ev1_Температура_5	\Recipes\Temperature_Group\Ingredient\45
1959	Ton_Ev1_Temperature_4	Ton_Ev1_Температура_4	\Recipes\Temperature_Group\Ingredient\44
1958	Ton_Ev1_Temperature_3	Ton_Ev1_Температура_3	\Recipes\Temperature_Group\Ingredient\43
1957	Ton_Ev1_Temperature_2	Ton_Ev1_Температура_2	\Recipes\Temperature_Group\Ingredient\42
1956	Ton_Ev1_Temperature_1	Ton_Ev1_Температура_1	\Recipes\Temperature_Group\Ingredient\41
1952	Et_Temperature_7	Et_Температура_7	\Recipes\Temperature_Group\Ingredient\37
1953	Et_Temperature_8	Et_Температура_8	\Recipes\Temperature_Group\Ingredient\38
1954	Et_Temperature_9	Et_Температура_9	\Recipes\Temperature_Group\Ingredient\39
1955	Et_Temperature_10	Et_Температура_10	\Recipes\Temperature_Group\Ingredient\40
1983	Ton_Ev2_Temperature_8	Ton_Ev2_Температура_8	\Recipes\Temperature_Group\Ingredient\68
1982	Ton_Ev2_Temperature_7	Ton_Ev2_Температура_7	\Recipes\Temperature_Group\Ingredient\67
1981	Ton_Ev2_Temperature_6	Ton_Ev2_Температура_6	\Recipes\Temperature_Group\Ingredient\66
1980	Ton_Ev2_Temperature_5	Ton_Ev2_Температура_5	\Recipes\Temperature_Group\Ingredient\65
1979	Ton_Ev2_Temperature_4	Ton_Ev2_Температура_4	\Recipes\Temperature_Group\Ingredient\64
1978	Ton_Ev2_Temperature_3	Ton_Ev2_Температура_3	\Recipes\Temperature_Group\Ingredient\63
1977	Ton_Ev2_Temperature_2	Ton_Ev2_Температура_2	\Recipes\Temperature_Group\Ingredient\62
1976	Ton_Ev2_Temperature_1	Ton_Ev2_Температура_1	\Recipes\Temperature_Group\Ingredient\61
1975	Toff_Ev1_Temperature_10	Toff_Ev1_Температура_10	\Recipes\Temperature_Group\Ingredient\60
1974	Toff_Ev1_Temperature_9	Toff_Ev1_Температура_9	\Recipes\Temperature_Group\Ingredient\59
1973	Toff_Ev1_Temperature_8	Toff_Ev1_Температура_8	\Recipes\Temperature_Group\Ingredient\58
1972	Toff_Ev1_Temperature_7	Toff_Ev1_Температура_7	\Recipes\Temperature_Group\Ingredient\57
1971	Toff_Ev1_Temperature_6	Toff_Ev1_Температура_6	\Recipes\Temperature_Group\Ingredient\56
1970	Toff_Ev1_Temperature_5	Toff_Ev1_Температура_5	\Recipes\Temperature_Group\Ingredient\55
1969	Toff_Ev1_Temperature_4	Toff_Ev1_Температура_4	\Recipes\Temperature_Group\Ingredient\54
1968	Toff_Ev1_Temperature_3	Toff_Ev1_Температура_3	\Recipes\Temperature_Group\Ingredient\53
1999	Ton_Ev3_Temperature_4	Ton_Ev3_Температура_4	\Recipes\Temperature_Group\Ingredient\84
1998	Ton_Ev3_Temperature_3	Ton_Ev3_Температура_3	\Recipes\Temperature_Group\Ingredient\83
1997	Ton_Ev3_Temperature_2	Ton_Ev3_Температура_2	\Recipes\Temperature_Group\Ingredient\82
1996	Ton_Ev3_Temperature_1	Ton_Ev3_Температура_1	\Recipes\Temperature_Group\Ingredient\81
1995	Toff_Ev2_Temperature_10	Toff_Ev2_Температура_10	\Recipes\Temperature_Group\Ingredient\80
1994	Toff_Ev2_Temperature_9	Toff_Ev2_Температура_9	\Recipes\Temperature_Group\Ingredient\79
1993	Toff_Ev2_Temperature_8	Toff_Ev2_Температура_8	\Recipes\Temperature_Group\Ingredient\78
1992	Toff_Ev2_Temperature_7	Toff_Ev2_Температура_7	\Recipes\Temperature_Group\Ingredient\77
1991	Toff_Ev2_Temperature_6	Toff_Ev2_Температура_6	\Recipes\Temperature_Group\Ingredient\76
1990	Toff_Ev2_Temperature_5	Toff_Ev2_Температура_5	\Recipes\Temperature_Group\Ingredient\75
1989	Toff_Ev2_Temperature_4	Toff_Ev2_Температура_4	\Recipes\Temperature_Group\Ingredient\74
1988	Toff_Ev2_Temperature_3	Toff_Ev2_Температура_3	\Recipes\Temperature_Group\Ingredient\73
1987	Toff_Ev2_Temperature_2	Toff_Ev2_Температура_2	\Recipes\Temperature_Group\Ingredient\72
1986	Toff_Ev2_Temperature_1	Toff_Ev2_Температура_1	\Recipes\Temperature_Group\Ingredient\71
1985	Ton_Ev2_Temperature_10	Ton_Ev2_Температура_10	\Recipes\Temperature_Group\Ingredient\70
1984	Ton_Ev2_Temperature_9	Ton_Ev2_Температура_9	\Recipes\Temperature_Group\Ingredient\69
2015	Toff_Ev3_Temperature_10	Toff_Ev3_Температура_10	\Recipes\Temperature_Group\Ingredient\100
2014	Toff_Ev3_Temperature_9	Toff_Ev3_Температура_9	\Recipes\Temperature_Group\Ingredient\99
2013	Toff_Ev3_Temperature_8	Toff_Ev3_Температура_8	\Recipes\Temperature_Group\Ingredient\98
2012	Toff_Ev3_Temperature_7	Toff_Ev3_Температура_7	\Recipes\Temperature_Group\Ingredient\97
2011	Toff_Ev3_Temperature_6	Toff_Ev3_Температура_6	\Recipes\Temperature_Group\Ingredient\96
2010	Toff_Ev3_Temperature_5	Toff_Ev3_Температура_5	\Recipes\Temperature_Group\Ingredient\95
2009	Toff_Ev3_Temperature_4	Toff_Ev3_Температура_4	\Recipes\Temperature_Group\Ingredient\94
2008	Toff_Ev3_Temperature_3	Toff_Ev3_Температура_3	\Recipes\Temperature_Group\Ingredient\93
2007	Toff_Ev3_Temperature_2	Toff_Ev3_Температура_2	\Recipes\Temperature_Group\Ingredient\92
2006	Toff_Ev3_Temperature_1	Toff_Ev3_Температура_1	\Recipes\Temperature_Group\Ingredient\91
2005	Ton_Ev3_Temperature_10	Ton_Ev3_Температура_10	\Recipes\Temperature_Group\Ingredient\90
2004	Ton_Ev3_Temperature_9	Ton_Ev3_Температура_9	\Recipes\Temperature_Group\Ingredient\89
2003	Ton_Ev3_Temperature_8	Ton_Ev3_Температура_8	\Recipes\Temperature_Group\Ingredient\88
2002	Ton_Ev3_Temperature_7	Ton_Ev3_Температура_7	\Recipes\Temperature_Group\Ingredient\87
2001	Ton_Ev3_Temperature_6	Ton_Ev3_Температура_6	\Recipes\Temperature_Group\Ingredient\86
2000	Ton_Ev3_Temperature_5	Ton_Ev3_Температура_5	\Recipes\Temperature_Group\Ingredient\85
2031	Toff_Ev4_Temperature_6	Toff_Ev4_Температура_6	\Recipes\Temperature_Group\Ingredient\116
2030	Toff_Ev4_Temperature_5	Toff_Ev4_Температура_5	\Recipes\Temperature_Group\Ingredient\115
2029	Toff_Ev4_Temperature_4	Toff_Ev4_Температура_4	\Recipes\Temperature_Group\Ingredient\114
2028	Toff_Ev4_Temperature_3	Toff_Ev4_Температура_3	\Recipes\Temperature_Group\Ingredient\113
2027	Toff_Ev4_Temperature_2	Toff_Ev4_Температура_2	\Recipes\Temperature_Group\Ingredient\112
2026	Toff_Ev4_Temperature_1	Toff_Ev4_Температура_1	\Recipes\Temperature_Group\Ingredient\111
2025	Ton_Ev4_Temperature_10	Ton_Ev4_Температура_10	\Recipes\Temperature_Group\Ingredient\110
2024	Ton_Ev4_Temperature_9	Ton_Ev4_Температура_9	\Recipes\Temperature_Group\Ingredient\109
2023	Ton_Ev4_Temperature_8	Ton_Ev4_Температура_8	\Recipes\Temperature_Group\Ingredient\108
2022	Ton_Ev4_Temperature_7	Ton_Ev4_Температура_7	\Recipes\Temperature_Group\Ingredient\107
2021	Ton_Ev4_Temperature_6	Ton_Ev4_Температура_6	\Recipes\Temperature_Group\Ingredient\106
2020	Ton_Ev4_Temperature_5	Ton_Ev4_Температура_5	\Recipes\Temperature_Group\Ingredient\105
2019	Ton_Ev4_Temperature_4	Ton_Ev4_Температура_4	\Recipes\Temperature_Group\Ingredient\104
2018	Ton_Ev4_Temperature_3	Ton_Ev4_Температура_3	\Recipes\Temperature_Group\Ingredient\103
2017	Ton_Ev4_Temperature_2	Ton_Ev4_Температура_2	\Recipes\Temperature_Group\Ingredient\102
2016	Ton_Ev4_Temperature_1	Ton_Ev4_Температура_1	\Recipes\Temperature_Group\Ingredient\101
2035	Toff_Ev4_Temperature_10	Toff_Ev4_Температура_10	\Recipes\Temperature_Group\Ingredient\120
2034	Toff_Ev4_Temperature_9	Toff_Ev4_Температура_9	\Recipes\Temperature_Group\Ingredient\119
2033	Toff_Ev4_Temperature_8	Toff_Ev4_Температура_8	\Recipes\Temperature_Group\Ingredient\118
2032	Toff_Ev4_Temperature_7	Toff_Ev4_Температура_7	\Recipes\Temperature_Group\Ingredient\117
2036	Ton_Ev5_Temperature_1	Ton_Ev5_Температура_1	\Recipes\Temperature_Group\Ingredient\121
2037	Ton_Ev5_Temperature_2	Ton_Ev5_Температура_2	\Recipes\Temperature_Group\Ingredient\122
2038	Ton_Ev5_Temperature_3	Ton_Ev5_Температура_3	\Recipes\Temperature_Group\Ingredient\123
2039	Ton_Ev5_Temperature_4	Ton_Ev5_Температура_4	\Recipes\Temperature_Group\Ingredient\124
2040	Ton_Ev5_Temperature_5	Ton_Ev5_Температура_5	\Recipes\Temperature_Group\Ingredient\125
2041	Ton_Ev5_Temperature_6	Ton_Ev5_Температура_6	\Recipes\Temperature_Group\Ingredient\126
2042	Ton_Ev5_Temperature_7	Ton_Ev5_Температура_7	\Recipes\Temperature_Group\Ingredient\127
2043	Ton_Ev5_Temperature_8	Ton_Ev5_Температура_8	\Recipes\Temperature_Group\Ingredient\128
2044	Ton_Ev5_Temperature_9	Ton_Ev5_Температура_9	\Recipes\Temperature_Group\Ingredient\129
2045	Ton_Ev5_Temperature_10	Ton_Ev5_Температура_10	\Recipes\Temperature_Group\Ingredient\130
